"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"678 11th Av 94118","Inner Richmond","additions alterations or repairs","per unit legalization ordinance 43-14, legalize unit at 1st floor, habitable space under pa 9515386. fire sprinkler under separate permit.","2 family dwelling","apartments",2017-09-11,"37.775561268605564","-122.46892694326529"
"6803 Geary Bl 94121","Outer Richmond","additions alterations or repairs","unit c will be legalized pursuant to ord# 43-14. include one bedroom. one office, one kitchen/living room & one 3-fixture bathroom on 1st flr.","2 family dwelling","apartments",2019-06-27,"37.77953259919647","-122.49244018576032"
"2516 Pine St 94115","Pacific Heights","additions alterations or repairs","legalize existing unit per ordinance 43-14, unit #4. living room, 2 bedrooms, 1 study, 1 media room at ground floor. fire sprinkler for unit and egress path on deferred submittal.","apartments","apartments",2016-04-20,"37.787731769139945","-122.4376245173293"
"1270 46th Av 94122","Sunset/Parkside","additions alterations or repairs","legalize as build unit on 1/f (include 2 bedrms, 1 full bath, living room and kitchen. add new fire escape ladder at rear of building (unit legalization ordinance 43-14)","2 family dwelling","apartments",2016-07-14,"37.76285514172653","-122.50576971788973"
"1272 46th Av 94122","Sunset/Parkside","additions alterations or repairs","legalize as build unit on 1/f (include 2 bedrms, 1 full bath, living room and kitchen. add new fire escape ladder at rear of building (unit legalization ordinance 43-14)","2 family dwelling","apartments",2016-07-14,"37.76285514172653","-122.50576971788973"
"547 Masonic Av 94117","Lone Mountain/USF","additions alterations or repairs","legalize in law unit on ground floor per plan - 2 bedrooms, 2 bathrooms, 1 living room and 1 kitchen per ordinance 43-14","apartments","apartments",2015-06-08,"37.77607019985822","-122.44683831065427"
"2790 Folsom St 94110","Mission","additions alterations or repairs","to comply with nov 201036094 to legalize unit 6 to 6a & 6b to make into 7 legal units. to increase from 6 unit to 7 units","apartments","apartments",2016-07-15,"37.75262217433946","-122.4143641252881"
"815 Greenwich St 94133","Russian Hill","additions alterations or repairs","remove illegal unit @ 1st floor (e) commercial space & restore the space to future tenant. new unisex restroom. convert (e) storage spaces to new dwelling unit, 1 bedroom & 1 bath.","apartments","apartments",2016-07-15,"37.80166660973885","-122.41324273403755"
"821 Greenwich St 94133","Russian Hill","additions alterations or repairs","remove illegal unit @ 1st floor (e) commercial space & restore the space to future tenant. new unisex restroom. convert (e) storage spaces to new dwelling unit, 1 bedroom & 1 bath.","apartments","apartments",2016-07-15,"37.80166660973885","-122.41324273403755"
"710 Hayes St 94102","Hayes Valley","additions alterations or repairs","legalize dwelling unit per unit legalization ordinance# 43-14. interior remodel for new unit, 2 bedroom & 2 bath.","apartments","apartments",2016-07-15,"37.776439428373145","-122.42824265122945"
"712 Hayes St 94102","Hayes Valley","additions alterations or repairs","legalize dwelling unit per unit legalization ordinance# 43-14. interior remodel for new unit, 2 bedroom & 2 bath.","apartments","apartments",2016-07-15,"37.776439428373145","-122.42824265122945"
"714 Hayes St 94102","Hayes Valley","additions alterations or repairs","legalize dwelling unit per unit legalization ordinance# 43-14. interior remodel for new unit, 2 bedroom & 2 bath.","apartments","apartments",2016-07-15,"37.776439428373145","-122.42824265122945"
"888 Union St 94133","Russian Hill","otc alterations permit","job location:  888 - 898 union street:  remove illegal wood stairs, landings, railing & doors from 888 & 898 union street that connect to 1916 & 1918 taylor roof. patch siding to match (e)","apartments","apartments",2013-11-08,"37.80006081055403","-122.41390839181454"
"225 Hartford St 94114","Castro/Upper Market","additions alterations or repairs","unit legalization ordiance# 43-14. changes to legalize (e) unpermitted 1st fl unit. remove prop line window, modify interior to comply with egress code, modfiy windows for light & air, modify heating system to remove ducts for legal ceiling height. ref 201301271, item 4.","apartments","apartments",2016-07-18,"37.75892981159118","-122.43338302684056"
"30 Randolph St 94132","Oceanview/Merced/Ingleside","otc alterations permit","installing nfpa-13r fire sprinkler system to the legalized unit. fire water service by others. ref pa #201702088927.","2 family dwelling","apartments",2019-07-01,"37.71455039181899","-122.4631828027958"
"118 Holloway Av 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","legalize of dwelling unit installed without a permit. under ord #43-14.","2 family dwelling","apartments",2015-05-12,"37.72207016565968","-122.45452788052825"
"3300 Clay St 94118","Presidio Heights","otc alterations permit","#1: legalize kitchen remodel 9x11 in same location. no relocation of walls.","apartments","apartments",2019-07-02,"37.789276595246164","-122.4474054520381"
"842 33rd Av 94121","Outer Richmond","additions alterations or repairs","to comply with nov #201470021 - legalize in-law unit st ground floor at rear of garage area per ordinance 43-14. fire sprinkler under separate permit.","2 family dwelling","apartments",2015-03-19,"37.773234244176734","-122.49250925338005"
"1466 11th Av 94122","Inner Sunset","additions alterations or repairs","legalization of existing unauthorized ""in-law"" dwelling unit per ordinance 43-14. legalized bedroom, living room and kitchen on 1st floor. fire sprinkler under separate permit-nfpa-13r.","2 family dwelling","apartments",2016-08-05,"37.76085582096934","-122.4679062430826"
"2482 38th Av 94116","Sunset/Parkside","additions alterations or repairs","1st flr adu. unit# 1 adu convert (e) garage to 2 bedrooms, 1 bath & kitchen and remove stair, per ord# 162-16. legalize 2nd unit under pa#2019-0327-6392.","1 family dwelling","apartments",2019-07-10,"37.74064874051403","-122.49568018067943"
"1439 South Van Ness Av 94110","Mission","additions alterations or repairs","legalize ground floor unit per nov #201695061. (n) nfpa 13-r fire sprinklers under seperate permit. vertical & horitzontal addition & remodel of multi-family residence. (n) kitchen on 1st & 2nd flrs. add 4th flr (n) kitchen (n) pwdr rm & (n) deck. (n) solar panels on (n) roof & detached garage.","2 family dwelling","apartments",2016-08-09,"37.750135605381914","-122.41570363191373"
"1441 South Van Ness Av 94110","Mission","additions alterations or repairs","legalize ground floor unit per nov #201695061. (n) nfpa 13-r fire sprinklers under seperate permit. vertical & horitzontal addition & remodel of multi-family residence. (n) kitchen on 1st & 2nd flrs. add 4th flr (n) kitchen (n) pwdr rm & (n) deck. (n) solar panels on (n) roof & detached garage.","2 family dwelling","apartments",2016-08-09,"37.750135605381914","-122.41570363191373"
"108 Monterey Bl 94131","West of Twin Peaks","additions alterations or repairs","unit #1. per complaint #201609831. unit legalize ordinance 43-14. 2 bedroom, 1 bath, 1 kitchen. 624 sf on the 1st fl. no nov, complaint only.","2 family dwelling","apartments",2017-05-26,"37.73186345221488","-122.43764927673509"
"334 19th Av 94121","Outer Richmond","additions alterations or repairs","comply with nov #201270362. legalize ground flr unit per ordinance 43-14. new fire sprinklers under separate permit. remove horizontal addition that extends beyond north property line.","2 family dwelling","apartments",2018-04-27,"37.781650754688755","-122.47806653506893"
"570 28th Av 94121","Outer Richmond","otc alterations permit","remodel basement to create new guest w/a new spiral stair connecting to upper floor. remodel 1st floor (e) family room, legalize bathroom & add new stair connecting to 2nd floor.","apartments","apartments",2014-04-09,"37.77857772579657","-122.48751699037126"
"37 Ramona Av 94103","Mission","additions alterations or repairs","legalize illegal unit on ground floor by demolishing existing and installing a new studio at. 39a limited demolition, structural improvement plumbing electrical, cabinet and equipment. installation; install fire sprinklers in 39a and passageway, replace kitchen on top floor, 35 ramona. limited","apartments","apartments",2015-02-03,"37.76738740296323","-122.42508280177927"
"987 Dolores St 94110","Mission","otc alterations permit","1st floor  - design & build new fire sprinkler system to legalize existing unit.  ref pa#201603162175.","apartments","apartments",2017-02-16,"37.75367075769493","-122.42491730142635"
"845 California St 94108","Nob Hill","additions alterations or repairs","legalize an (e) illegal unit per ordinance #43-14. partial demolition of unit interior & remodel. no change to (e) units of path of egress.","apartments","apartments",2019-07-17,"37.79194707721416","-122.4081425869447"
"1557 Noe St 94131","Noe Valley","additions alterations or repairs","per legalization ordinance# 43-14, unit legalize for 1 bedroom & 1 bathroom on ground floor. provide lateral force resistance per 2016 sfbc 407 change of occupancy from r-3 to r-2.","2 family dwelling","apartments",2019-07-17,"37.744052681155296","-122.43087498924356"
"462 34th Av 94121","Outer Richmond","additions alterations or repairs","legalize (e) units in ground floor per ordinance# 43-14. 2 bedrooms & 2 bath.","2 family dwelling","apartments",2016-08-19,"37.7804154229599","-122.49410595914037"
"464 34th Av 94121","Outer Richmond","additions alterations or repairs","legalize (e) units in ground floor per ordinance# 43-14. 2 bedrooms & 2 bath.","2 family dwelling","apartments",2016-08-19,"37.7804154229599","-122.49410595914037"
"462 34th Av 94121","Outer Richmond","additions alterations or repairs","legalize (e) units in ground floor per ordinance# 43-14. 2 bedrooms & 2 bath.","2 family dwelling","apartments",2016-08-19,"37.78041542316793","-122.49410595907001"
"4630 18th St 94114","Castro/Upper Market","additions alterations or repairs","legalize existing dwelling unit per ordinance #43-14. work to be performed includes lowering kitchen floor slab to provide 7' ceiling height and installing rescue window at bedroom.","2 family dwelling","apartments",2014-08-21,"37.76067967475059","-122.44176892762654"
