"full_address","neighborhoods_analysis_boundaries","permit_type_definition","description","existing_use","proposed_use","permit_creation_date","location.latitude","location.longitude"
"829 York St 94110","Mission","additions alterations or repairs","to comply with nov 201322371. legalize (e) ground floor unit into a 3rd dwelling unit.","2 family dwelling","apartments",2016-02-08,"37.758180622849714","-122.40842400084043"
"23 27th St 94110","Noe Valley","otc alterations permit","legalize installation of (n) kitchen cabinets & counter in units 23  &25 to comply with 3r physical inspection report #cc7202 items 1&2 .","2 family dwelling","2 family dwelling",2013-09-23,"37.7470036749516","-122.42189218720162"
"25 27th St 94110","Noe Valley","otc alterations permit","legalize installation of (n) kitchen cabinets & counter in units 23  &25 to comply with 3r physical inspection report #cc7202 items 1&2 .","2 family dwelling","2 family dwelling",2013-09-23,"37.7470036749516","-122.42189218720162"
"338 Hearst Av 94112","West of Twin Peaks","additions alterations or repairs","new adu (legalize extg) with 70 sq ft addition. 897 sq ft total area. per ordinance 95-17","filling/service stn","2 family dwelling",2019-01-22,"37.73095518237483","-122.4452248285451"
"177 Precita Av 94110","Bernal Heights","additions alterations or repairs","to comply with nov #201536221, 201536211, & 201536201. at 1st floor legalize extg rooms, including storage, game room, study and family. remodel extg bathroom and laundry.","2 family dwelling","2 family dwelling",2015-05-06,"37.747582769233205","-122.41670369628264"
"179 Precita Av 94110","Bernal Heights","additions alterations or repairs","to comply with nov #201536221, 201536211, & 201536201. at 1st floor legalize extg rooms, including storage, game room, study and family. remodel extg bathroom and laundry.","2 family dwelling","2 family dwelling",2015-05-06,"37.747582769233205","-122.41670369628264"
"2255 California St 94115","Pacific Heights","otc alterations permit","comply with nov #201454011 dated 2/27/14. remove cooking facility from illegal in law unit, including stove/cooktop  and hood above it. cap gas line, terminate electrical wiring into juntion box and cap/tape off vent. now in-law is storage room.","2 family dwelling","2 family dwelling",2014-03-17,"37.78891163339574","-122.43135595608874"
"3339 Anza St 94121","Outer Richmond","additions alterations or repairs","unit legalization ordinance 43-14. legalize (e) in-law dwelling unit at ground floor include 1 bedroom, 1 full bath, 1 living & kitchen.","1 family dwelling","2 family dwelling",2014-07-21,"37.77793276704545","-122.4842414461474"
"4023 Pacheco St 94116","Sunset/Parkside","additions alterations or repairs","legalize (e) dwelling unit installed w/o permit, (e) dwelling unit w/ kitchen on ground fl. per ord #43-14.","1 family dwelling","2 family dwelling",2016-02-19,"37.74906289512242","-122.50340611427288"
"2349 26th Av 94116","Sunset/Parkside","additions alterations or repairs","comply w/ nov #201785901. legalize dwelling unit (unit b) on 1st fl by legalized as built kitchen per plan. unit included (2) bedroom, (2) bathrooms, living room & kitchen per unit legalization ordinace# 43-14","1 family dwelling","2 family dwelling",2017-08-15,"37.74364182860511","-122.48358558803115"
"786 27th St 94131","Noe Valley","additions alterations or repairs","legalize (e) dwelling unit per ord 43-14.","1 family dwelling","2 family dwelling",2016-05-17,"37.746386812440875","-122.43778352343242"
"507 32nd Av 94121","Outer Richmond","otc alterations permit","legalize (e) accessory rooms, provide half bath. replace (e) windows and door with new","2 family dwelling","2 family dwelling",2016-03-24,"37.77946840994473","-122.49243551713188"
"51 Douglass St 94114","Castro/Upper Market","additions alterations or repairs","comply w/nov#201495141. legalize (e) dwelling unit by installing kitchen & remove (e) stair to upper flat. legalize (e) unpermitted construction in 53a douglass st.","2 family dwelling","apartments",2014-12-23,"37.76287484043756","-122.43919143669507"
"53 Douglass St 94114","Castro/Upper Market","additions alterations or repairs","comply w/nov#201495141. legalize (e) dwelling unit by installing kitchen & remove (e) stair to upper flat. legalize (e) unpermitted construction in 53a douglass st.","2 family dwelling","apartments",2014-12-23,"37.76287484043756","-122.43919143669507"
"135 Miramar Av 94112","Oceanview/Merced/Ingleside","additions alterations or repairs","legalize new unit at final plan. 2 bedrooms, 1 bath, 1 storage and kitchen. add 1 furnace.","1 family dwelling","2 family dwelling",2014-12-23,"37.720692241218295","-122.45849434459805"
"823 Lake St 94118","Inner Richmond","additions alterations or repairs","legalize & rebuild existing 47 sq ft deck at 2nd fl rear yard, add fire-rated parapet guardwall at property line, fill-in below existing 2nd floor deck to create 47 sq ft of harbitable space for the lower unit. fire sprinkler under separate permit.","2 family dwelling","2 family dwelling",2016-02-29,"37.78626099843627","-122.46837806308525"
"4709 Lincoln Wy 94122","Sunset/Parkside","additions alterations or repairs","legalize (e) dwelling unit at 1st flr consisting of kitchen, living/dining, bath & bedroom. under ordinance #43-14.","1 family dwelling","2 family dwelling",2017-08-25,"37.76390334134307","-122.50854009135934"
"78 Ney St 94112","Excelsior","additions alterations or repairs","legalize 2nd unit, interior remodel per ord. #43-14. bathroom & kitchen remodels.","1 family dwelling","2 family dwelling",2016-03-01,"37.729818263113124","-122.42870140919887"
"649 Spruce St 94118","Presidio Heights","otc alterations permit","legalize lower level floor at unit #1 remodel 2nd flr unit #1, remodel kitchen and bathroom, replace plaster walls with gyp board at 2nd flr","2 family dwelling","2 family dwelling",2018-03-27,"37.782870355659796","-122.45371383303217"
"244 30th St 94131","Noe Valley","additions alterations or repairs","legalize existing unauthorized accessory dwelling unit per ordinance 43-14","2 family dwelling","apartments",2016-03-04,"37.74241331729211","-122.42535519973046"
"3234 Divisadero St 94123","Marina","otc alterations permit","unit 3234 - remodel (e) kitchen & bathroom, add (n) bathrm. replace 9e) staircase and convert (e) bedrooms to media room. legalize (e) conditioned space (bedroom); unit 3236 - relocate kitchen, add (n) bedroom & (n) bathroom; add (n) roof deck & (n) interior stair to roof.","2 family dwelling","2 family dwelling",2016-03-04,"37.79958919012591","-122.442427229811"
"3236 Divisadero St 94123","Marina","otc alterations permit","unit 3234 - remodel (e) kitchen & bathroom, add (n) bathrm. replace 9e) staircase and convert (e) bedrooms to media room. legalize (e) conditioned space (bedroom); unit 3236 - relocate kitchen, add (n) bedroom & (n) bathroom; add (n) roof deck & (n) interior stair to roof.","2 family dwelling","2 family dwelling",2016-03-04,"37.79958919012591","-122.442427229811"
"1181 Valencia St 94110","Mission","additions alterations or repairs","remodel & legalize residential 3rd unit at the ground floor. compliance with ordinance no. 155-13 not required. sprinklers (nfpa-13r for unit, nfpa-13 for garage) on deferred submittal.","2 family dwelling","apartments",2014-03-10,"37.754065543693706","-122.42048735417215"
"750 21st Av 94121","Outer Richmond","otc alterations permit","legalize windows on 21st avenue facade with new in-kind wood windows per alexandria kirby, sf planning.","2 family dwelling","2 family dwelling",2016-03-09,"37.7736576133317","-122.47963834692672"
"4022 24th St 94114","Noe Valley","otc alterations permit","remodel appliances to comply with complaint #201389471, plumbing permit: cap gas and ewater, legalized with permits when the building is renovated from fire damage. cabinets, electr work were done with permit.","2 family dwelling","2 family dwelling",2013-04-18,"37.75163296914062","-122.43252693708719"
"219 Maynard St 94112","Excelsior","additions alterations or repairs","new kitchen area on 1st floor & legalize in-law dwelling unit under ordinance no# 43-14.","1 family dwelling","2 family dwelling",2015-05-13,"37.72964231887429","-122.42556803900281"
"647 14th Av 94118","Outer Richmond","otc alterations permit","remodel bath, upgrade elect, relocate laundry, move partition wall, legalize gr fl full bath","2 family dwelling","2 family dwelling",2015-05-13,"37.77594069307844","-122.47285576116404"
"1485 Mcallister St 94117","Western Addition","otc alterations permit","legalize (e) first floor construction - family room, bedroom, bathroom, den. no exterior work. room down 630 sq ft.","2 family dwelling","2 family dwelling",2016-03-15,"37.77782266932733","-122.43627140321246"
"2339 41st Av 94116","Sunset/Parkside","additions alterations or repairs","legalize as built unit on 1st fl w/ (2) bedroom, (1) storage & (1) kitchen per ordinance 43-14.","1 family dwelling","2 family dwelling",2016-03-15,"37.74303326636009","-122.49966316182362"
"536 Laidley St 94131","Glen Park","additions alterations or repairs","to comply w/nov # 200668604 & 200670438. remodel kitchen, bring bath to code, remove one interior wall. legalize unit per ordinance 43-14.","1 family dwelling","2 family dwelling",2018-05-03,"37.73586103501679","-122.43155811666938"
"349 Church St 94114","Castro/Upper Market","additions alterations or repairs","comply with physical inspection report# cc-7248. legalize (e) rear deck & stairs. pull (e) upper deck back to 5' from p.l. build new 1 hour wall @ n. p.l. of lower deck. legalize (e) skylights. restore (e) attic to non-habitable storage space.","2 family dwelling","2 family dwelling",2014-12-17,"37.765342614526006","-122.42838445621791"
"351 Church St 94114","Castro/Upper Market","additions alterations or repairs","comply with physical inspection report# cc-7248. legalize (e) rear deck & stairs. pull (e) upper deck back to 5' from p.l. build new 1 hour wall @ n. p.l. of lower deck. legalize (e) skylights. restore (e) attic to non-habitable storage space.","2 family dwelling","2 family dwelling",2014-12-17,"37.765342614526006","-122.42838445621791"
"2940 Anza St 94121","Outer Richmond","additions alterations or repairs","legalize unit (unit c) on 1st floor w/ (1) bedroom, (1) media room, (1) storage, kitchen, living room & (1) full bath per plan per ord #43-14. building to be sprinklered on separate permit.","2 family dwelling","apartments",2017-10-04,"37.77861914725836","-122.48006937655768"
"4049 19th Av 94132","Oceanview/Merced/Ingleside","additions alterations or repairs","legalize extg extended living space per ord# 95-17, 1 bedroom, & 1 bath at basement built without permit. to be a second dwelling unit.(with in extg bldg envelope). replace window in bedroom to egress compliance. add kitchenette counter verify/upgrade 1 hour separation wall for adu: relocate laundry","1 family dwelling","2 family dwelling",2018-08-08,"37.71539707996116","-122.47120212074911"
"3839 Lawton St 94122","Sunset/Parkside","additions alterations or repairs","legalize a bedroom, a living room, a full bath and kitchen on ground floor as 2nd unit. replace furnances, upgrade electrical wiring and panel (unit legalization ordinance 43-14)","1 family dwelling","2 family dwelling",2015-05-14,"37.75659754103099","-122.50424829227269"
"742 Hayes St 94102","Hayes Valley","otc alterations permit","new interior stair from ground level to the 2nd level to connect the 2 extg finished spaces. legalize & remodel extg ground floor to full bathroom from 1/2 bath. add utility sink in existing storage room on ground floor per plan. n/a maher ord. 155-13","2 family dwelling","2 family dwelling",2016-04-29,"37.77641565495118","-122.42870130030644"
